"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4746","Acesso à tela de cadastro de nova diretriz","","Fri May 23 15:45:55 BRT 2025","passed","Fri May 23 15:45:59 BRT 2025","","","",""
"","4625","Exibição dos produtos cadastrados na tela de cadastro","","Fri May 23 15:45:59 BRT 2025","passed","Fri May 23 15:46:04 BRT 2025","","","",""
"","9183","Visualização de mensagem de sucesso ao anexar arquivos","","Fri May 23 15:47:26 BRT 2025","passed","Fri May 23 15:47:35 BRT 2025","","","",""
"","5844","Salvar nova diretriz com sucesso","","Fri May 23 15:46:26 BRT 2025","passed","Fri May 23 15:46:31 BRT 2025","","","",""
"","17608","Anexação de arquivos durante o cadastro","","Fri May 23 15:46:08 BRT 2025","passed","Fri May 23 15:46:26 BRT 2025","","","",""
"","3399","Campo de preço obrigatório","","Fri May 23 15:46:31 BRT 2025","passed","Fri May 23 15:46:35 BRT 2025","","","",""
"","1411","Limpeza dos campos após cadastro bem-sucedido","","Fri May 23 15:47:35 BRT 2025","passed","Fri May 23 15:47:37 BRT 2025","","","",""
"","3933","Data de início da vigência válida","","Fri May 23 15:46:04 BRT 2025","passed","Fri May 23 15:46:08 BRT 2025","","","",""
"","22418","Limite de anexos","","Fri May 23 15:46:35 BRT 2025","failed","Fri May 23 15:46:57 BRT 2025","","","",""
"","29048","Cancelamento do cadastro de nova diretriz // não é exibido um modal para confirmar o cancelamento","","Fri May 23 15:46:57 BRT 2025","failed","Fri May 23 15:47:26 BRT 2025","","","",""
