"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20422","Limite de anexos","","Fri May 23 15:32:52 BRT 2025","failed","Fri May 23 15:33:12 BRT 2025","","","",""
"","1495","Limpeza dos campos após cadastro bem-sucedido","","Fri May 23 15:33:50 BRT 2025","passed","Fri May 23 15:33:51 BRT 2025","","","",""
"","3527","Data de início da vigência válida","","Fri May 23 15:32:23 BRT 2025","passed","Fri May 23 15:32:27 BRT 2025","","","",""
"","28206","Cancelamento do cadastro de nova diretriz // não é exibido um modal para confirmar o cancelamento","","Fri May 23 15:33:12 BRT 2025","failed","Fri May 23 15:33:40 BRT 2025","","","",""
"","5007","Salvar nova diretriz com sucesso","","Fri May 23 15:32:44 BRT 2025","passed","Fri May 23 15:32:49 BRT 2025","","","",""
"","16984","Anexação de arquivos durante o cadastro","","Fri May 23 15:32:27 BRT 2025","passed","Fri May 23 15:32:44 BRT 2025","","","",""
"","3031","Campo de preço obrigatório","","Fri May 23 15:32:49 BRT 2025","passed","Fri May 23 15:32:52 BRT 2025","","","",""
"","3659","Exibição dos produtos cadastrados na tela de cadastro","","Fri May 23 15:32:19 BRT 2025","passed","Fri May 23 15:32:23 BRT 2025","","","",""
"","9255","Visualização de mensagem de sucesso ao anexar arquivos","","Fri May 23 15:33:40 BRT 2025","passed","Fri May 23 15:33:50 BRT 2025","","","",""
"","4290","Acesso à tela de cadastro de nova diretriz","","Fri May 23 15:32:15 BRT 2025","passed","Fri May 23 15:32:19 BRT 2025","","","",""
