"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8355","Limite de anexos","","Fri May 23 17:08:22 BRT 2025","passed","Fri May 23 17:08:30 BRT 2025","","","",""
"","3678","Exibição dos produtos cadastrados na tela de cadastro","","Fri May 23 17:07:49 BRT 2025","passed","Fri May 23 17:07:53 BRT 2025","","","",""
"","9066","Visualização de mensagem de sucesso ao anexar arquivos","","Fri May 23 17:08:58 BRT 2025","passed","Fri May 23 17:09:07 BRT 2025","","","",""
"","28332","Cancelamento do cadastro de nova diretriz // não é exibido um modal para confirmar o cancelamento","","Fri May 23 17:08:30 BRT 2025","failed","Fri May 23 17:08:58 BRT 2025","","","",""
"","16903","Anexação de arquivos durante o cadastro","","Fri May 23 17:07:56 BRT 2025","passed","Fri May 23 17:08:13 BRT 2025","","","",""
"","3618","Data de início da vigência válida","","Fri May 23 17:07:53 BRT 2025","passed","Fri May 23 17:07:56 BRT 2025","","","",""
"","4275","Acesso à tela de cadastro de nova diretriz","","Fri May 23 17:07:45 BRT 2025","passed","Fri May 23 17:07:49 BRT 2025","","","",""
"","5588","Salvar nova diretriz com sucesso","","Fri May 23 17:08:13 BRT 2025","passed","Fri May 23 17:08:19 BRT 2025","","","",""
"","2974","Campo de preço obrigatório","","Fri May 23 17:08:19 BRT 2025","passed","Fri May 23 17:08:22 BRT 2025","","","",""
"","1227","Limpeza dos campos após cadastro bem-sucedido","","Fri May 23 17:09:07 BRT 2025","passed","Fri May 23 17:09:09 BRT 2025","","","",""
